"scientificName","dataFrom","continent","n"
"Bombus citrinus (Smith, 1854)","points","Africa",441
"Bombus cryptarum (Fabricius, 1775)","points","Africa",227
"Bombus dahlbomii Guérin-Méneville, 1835","points","Africa",2
"Bombus fervidus (Fabricius, 1798)","points","Africa",1271
"Bombus flavidus Eversmann, 1852","points","Africa",459
"Bombus flavifrons Cresson, 1863","points","Africa",2860
"Bombus frigidus Smith, 1854","points","Africa",2157
"Bombus griseocollis (De Geer, 1773)","points","Africa",1114
"Bombus huntii Greene, 1860","points","Africa",684
"Bombus hyperboreus Schönherr, 1809","points","Africa",2
"Bombus impatiens Cresson, 1863","points","Africa",4651
"Bombus insularis (Smith, 1861)","points","Africa",611
"Bombus jonellus (Kirby, 1802)","points","Africa",194
"Bombus kirbiellus Curtis, 1835","points","Africa",36
"Bombus kluanensis Williams and Cannings, 2016","points","Africa",5
"Bombus laesus Morawitz, 1875","points","Africa",8
"Bombus lapidarius (Linnaeus, 1758)","points","Africa",3
"Bombus lapponicus (Fabricius, 1793)","points","Africa",370
"Bombus melanopygus Nylander, 1848","points","Africa",1825
"Bombus mixtus Cresson, 1878","points","Africa",3269
"Bombus morrisoni Cresson, 1878","points","Africa",8
"Bombus natvigi Richards, 1931","points","Africa",4
"Bombus neoboreus Sladen, 1919","points","Africa",1
"Bombus nevadensis Cresson, 1874","points","Africa",628
"Bombus occidentalis Greene, 1858","points","Africa",2162
"Bombus pensylvanicus (De Geer, 1773)","points","Africa",250
"Bombus perplexus Cresson, 1863","points","Africa",1170
"Bombus pratorum (Linnaeus, 1761)","points","Africa",1
"Bombus ruderarius (Müller, 1776)","points","Africa",1
"Bombus ruderatus (Fabricius, 1775)","points","Africa",24
"Bombus rufocinctus Cresson, 1863","points","Africa",2810
"Bombus sandersoni Franklin, 1913","points","Africa",496
"Bombus sitkensis Nylander, 1848","points","Africa",468
"Bombus sonorus Say, 1837","points","Africa",6
"Bombus suckleyi Greene, 1860","points","Africa",551
"Bombus sylvicola Kirby, 1837","points","Africa",696
"Bombus ternarius Say, 1837","points","Africa",5610
"Bombus terrestris (Linnaeus, 1758)","points","Africa",45
"Bombus terricola Kirby, 1837","points","Africa",5121
"Bombus vagans Smith, 1854","points","Africa",2257
"Bombus vancouverensis Cresson, 1878","points","Africa",323
"Bombus vestalis (Geoffroy, 1785)","points","Africa",2
"Bombus vosnesenskii Radoszkowski, 1862","points","Africa",436
"Borgatomelissa brevipennis (Walker, 1871)","points","Africa",1
"Brachymelecta californica (Cresson, 1878)","points","Africa",1
"Braunsapis acuticauda Michener, 1971","points","Africa",2
"Braunsapis albipennis (Friese, 1909)","points","Africa",350
"Braunsapis albitarsis (Friese, 1924)","points","Africa",1
"Braunsapis angolensis (Cockerell, 1933)","points","Africa",5
"Braunsapis antandroy Brooks and Pauly, 2001","points","Africa",3
"Braunsapis aureoscopa Michener, 1975","points","Africa",2
"Braunsapis bouyssoui (Vachal, 1903)","points","Africa",76
"Braunsapis draconis Michener, 1971","points","Africa",2
"Braunsapis elizabethana (Strand, 1915)","points","Africa",15
"Braunsapis facialis (Gerstäcker, 1857)","points","Africa",83
"Braunsapis foveata (Smith, 1854)","points","Africa",17
"Braunsapis fuscinervis (Cameron, 1905)","points","Africa",94
"Braunsapis leptozonia (Vachal, 1909)","points","Africa",76
"Braunsapis liliputana (Strand, 1915)","points","Africa",2
"Braunsapis luapulana (Cockerell, 1936)","points","Africa",45
"Braunsapis lyrata (Cockerell, 1935)","points","Africa",6
"Braunsapis maculata Reyes, 1991","points","Africa",2
"Braunsapis madecassa (Benoist, 1955)","points","Africa",7
"Braunsapis madecassella Michener, 1977","points","Africa",3
"Braunsapis maxschwarzi Engel, 2013","points","Africa",4
"Braunsapis natalica Michener, 1970","points","Africa",1
"Braunsapis nautica (Cockerell, 1935)","points","Africa",1
"Braunsapis otavica (Cockerell, 1939)","points","Africa",37
"Braunsapis pallida Michener, 1975","points","Africa",2
"Braunsapis paradoxa (Strand, 1915)","points","Africa",8
"Braunsapis rhodesi (Cockerell, 1936)","points","Africa",6
"Braunsapis rolini (Vachal, 1903)","points","Africa",14
"Braunsapis simplicipes Michener, 1971","points","Africa",4
"Braunsapis somatotheca (Strand, 1915)","points","Africa",3
"Braunsapis straussorum (Michener, 1970)","points","Africa",2
"Braunsapis stuckenbergorum Michener, 1971","points","Africa",28
"Braunsapis vitrea (Vachal, 1903)","points","Africa",30
"Calliopsis andreniformis Smith, 1853","points","Africa",149
"Calliopsis coloradensis Cresson, 1878","points","Africa",2
"Capicola aliciae Cockerell, 1932","points","Africa",53
"Capicola capicola (Friese, 1909)","points","Africa",279
"Capicola danforthi Eardley, 2007","points","Africa",99
"Capicola flavicara Eardley, 2007","points","Africa",11
"Capicola flavitarsis Friese, 1912","points","Africa",32
"Capicola gessorum Eardley, 2007","points","Africa",16
"Capicola hantamensis Michez and Kuhlmann, 2007","points","Africa",5
"Capicola micheneri Michez, 2007","points","Africa",26
"Capicola nanula (Cockerell, 1936)","points","Africa",12
"Capicola nigerrima Cockerell, 1932","points","Africa",120
"Capicola rhodostoma Cockerell, 1932","points","Africa",61
"Capicola richtersveldensis Patiny and Michez, 2007","points","Africa",24
"Capicola rufiventris Friese, 1912","points","Africa",25
"Cellariella fulviventris (Blüthgen, 1925)","points","Africa",1
"Cellariella kalaharica (Cockerell, 1936)","points","Africa",317
"Cellariella somalica (Magretti, 1899)","points","Africa",28
"Ceratina acantha Provancher, 1895","points","Africa",108
"Ceratina albosticta Cockerell, 1931","points","Africa",8
"Ceratina aliceae Cockerell, 1937","points","Africa",4
"Ceratina aloes Cockerell, 1932","points","Africa",126
"Ceratina armata Smith, 1854","points","Africa",387
"Ceratina azurea Benoist, 1955","points","Africa",9
"Ceratina ballotae Eardley and Daly, 2007","points","Africa",18
"Ceratina barbarae Eardley and Daly, 2007","points","Africa",5
"Ceratina bilobata Cockerell, 1937","points","Africa",49
"Ceratina braunsi Eardley and Daly, 2007","points","Africa",42
"Ceratina calcarata Robertson, 1900","points","Africa",1030
"Ceratina callosa (Fabricius, 1794)","points","Africa",5
"Ceratina citrinifrons Cockerell, 1937","points","Africa",46
"Ceratina citriphila Cockerell, 1935","points","Africa",39
"Ceratina cucurbitina (Rossi, 1792)","points","Africa",30
"Ceratina dallatorreana Friese, 1896","points","Africa",4
"Ceratina diloloensis Cockerell, 1932","points","Africa",11
"Ceratina dupla Say, 1837","points","Africa",967
"Ceratina electron Cockerell, 1937","points","Africa",10
"Ceratina ericia Vachal, 1903","points","Africa",8
"Ceratina excavata Cockerell, 1937","points","Africa",6
"Ceratina foveifera Strand, 1912","points","Africa",1
"Ceratina inermis Friese, 1905","points","Africa",12
"Ceratina labrosa Friese, 1905","points","Africa",51
"Ceratina liliputana Cockerell, 1932","points","Africa",27
"Ceratina lineola Vachal, 1903","points","Africa",55
"Ceratina lunata Friese, 1905","points","Africa",74
"Ceratina maghrebensis Daly, 1983","points","Africa",10
"Ceratina malindiae (Daly, 1988)","points","Africa",1
"Ceratina mikmaqi Rehan and Sheffield, 2011","points","Africa",17
"Ceratina minuta Friese, 1905","points","Africa",10
"Ceratina mocsaryi Friese, 1896","points","Africa",11
"Ceratina moerenhouti Vachal, 1903","points","Africa",182
"Ceratina namibensis Eardley and Daly, 2007","points","Africa",3
"Ceratina nasalis Friese, 1905","points","Africa",124
"Ceratina nativitatis Cockerell, 1937","points","Africa",1
"Ceratina nigriceps Friese, 1905","points","Africa",64
"Ceratina nyassensis Strand, 1912","points","Africa",59
"Ceratina opaca Friese, 1905","points","Africa",4
"Ceratina parvula Smith, 1854","points","Africa",31
"Ceratina penicillata Friese, 1905","points","Africa",53
"Ceratina penicilligera Strand, 1912","points","Africa",2
"Ceratina perpolita Cockerell, 1937","points","Africa",72
"Ceratina rhodura Cockerell, 1937","points","Africa",23
"Ceratina rufigastra Cockerell, 1937","points","Africa",200
"Ceratina ruwenzorica Cockerell, 1937","points","Africa",71
"Ceratina saundersi Daly, 1983","points","Africa",18
"Ceratina sculpturata Smith, 1854","points","Africa",1
"Ceratina senegalensis Strand, 1912","points","Africa",4
"Ceratina speculifrons Cockerell, 1920","points","Africa",4
"Ceratina spilota Cockerell, 1932","points","Africa",1
"Ceratina strenua Smith, 1879","points","Africa",78
"Ceratina subquadrata Smith, 1854","points","Africa",354
"Ceratina subscintilla Cockerell, 1937","points","Africa",17
"Ceratina tanganyicensis Strand, 1911","points","Africa",36
"Ceratina tarsata Morawitz, 1871","points","Africa",63
"Ceratina truncata Friese, 1905","points","Africa",89
"Ceratina verhoeffi Terzo and Rasmont, 1997","points","Africa",5
"Ceratina whiteheadi Eardley and Daly, 2007","points","Africa",22
"Ceratomonia rozenorum Michener, 1981","points","Africa",63
"Ceylalictus aldabranus (Cockerell, 1912)","points","Africa",1
"Ceylalictus halictoides (Blüthgen, 1925)","points","Africa",94
"Ceylalictus muiri (Cockerell, 1909)","points","Africa",188
"Ceylalictus petiolatus Pesenko, 1996","points","Africa",3
"Ceylalictus punjabensis (Cameron, 1907)","points","Africa",8
"Ceylalictus tumidus Pesenko, 1996","points","Africa",7
"Ceylalictus variegatus (Olivier, 1789)","points","Africa",169
"Chelostoma campanularum (Kirby, 1802)","points","Africa",23
"Chelostoma carinulum Pérez, 1895","points","Africa",1
"Chelostoma philadelphi (Robertson, 1891)","points","Africa",12
"Chelostoma rapunculi (Lepeletier, 1841)","points","Africa",11
"Chiasmognathus batelkai Straka and Engel, 2012","points","Africa",2
"Clavipanurgus desertus (Warncke, 1987)","points","Africa",57
"Cleptotrigona cubiceps (Friese, 1912)","points","Africa",14
"Coelioxys afer Lepeletier, 1841","points","Africa",1
"Coelioxys alternatus Say, 1837","points","Africa",3
"Coelioxys analis Friese, 1911","points","Africa",18
"Coelioxys apicatus Smith, 1854","points","Africa",2
"Coelioxys aurifrons Smith, 1854","points","Africa",37
"Coelioxys aurulentus Pasteels, 1968","points","Africa",1
"Coelioxys barkeri Cockerell, 1920","points","Africa",13
"Coelioxys bifoveolatus Pasteels, 1968","points","Africa",1
"Coelioxys bruneipes Pasteels, 1968","points","Africa",43
"Coelioxys bulbosus Pasteels, 1985","points","Africa",18
"Coelioxys caeruleipennis Friese, 1904","points","Africa",35
"Coelioxys caffra Friese, 1904","points","Africa",7
"Coelioxys capensis Smith, 1854","points","Africa",29
"Coelioxys cherenensis Friese, 1913","points","Africa",31
"Coelioxys chionospilus Cockerell, 1935","points","Africa",2
"Coelioxys circumscriptus Schulz, 1906","points","Africa",21
"Coelioxys coturnix Pérez, 1884","points","Africa",33
"Coelioxys decipiens Spinola, 1838","points","Africa",33
"Coelioxys difformis Friese, 1904","points","Africa",33
"Coelioxys erythrura Spinola, 1838","points","Africa",1
"Coelioxys foveolatus Smith, 1854","points","Africa",24
"Coelioxys funerarius Smith, 1854","points","Africa",11
"Coelioxys grindeliae Cockerell, 1900","points","Africa",12
"Coelioxys guptai Schwarz, 1999","points","Africa",2
"Coelioxys haemorrhoa Förster, 1853","points","Africa",1
"Coelioxys immaculatus Cockerell, 1912","points","Africa",2
"Coelioxys junodi Friese, 1904","points","Africa",3
"Coelioxys lativentris Friese, 1909","points","Africa",14
"Coelioxys loricula Smith, 1854","points","Africa",9
"Coelioxys lucidicauda Cockerell, 1939","points","Africa",14
"Coelioxys maculatus Friese, 1913","points","Africa",2
"Coelioxys madagascariensis Benoist, 1955","points","Africa",40
"Coelioxys modestus Smith, 1854","points","Africa",19
"Coelioxys moestus Cresson, 1864","points","Africa",31
"Coelioxys nasutus Friese, 1904","points","Africa",3
"Coelioxys natalensis Cockerell, 1920","points","Africa",18
"Coelioxys neavei Vachal, 1910","points","Africa",1
"Coelioxys neli Cockerell, 1933","points","Africa",1
"Coelioxys nitidicauda Pasteels, 1968","points","Africa",6
"Coelioxys octodentatus Say, 1824","points","Africa",3
"Coelioxys odin Strand, 1912","points","Africa",2
"Coelioxys penetratrix Smith, 1879","points","Africa",30
"Coelioxys planidens Friese, 1904","points","Africa",5
"Coelioxys porterae Cockerell, 1900","points","Africa",20
"Coelioxys pruinosus Smith, 1854","points","Africa",69
"Coelioxys recusatus Schulz, 1906","points","Africa",6
"Coelioxys rufispina Walker, 1871","points","Africa",68
"Coelioxys rufitarsis Smith, 1854","points","Africa",153
"Coelioxys sayi Robertson, 1897","points","Africa",25
"Coelioxys setosus Friese, 1904","points","Africa",10
"Coelioxys sodalis Cresson, 1878","points","Africa",14
"Coelioxys somalinus Magretti, 1895","points","Africa",3
"Coelioxys squamosissimus Pasteels, 1968","points","Africa",2
"Coelioxys subdentata Smith, 1854","points","Africa",10
"Coelioxys tenebrosus Pasteels, 1968","points","Africa",1
"Coelioxys texanus Cresson, 1872","points","Africa",1
"Coelioxys torridus Smith, 1854","points","Africa",58
"Coelioxys umbripennis Friese, 1922","points","Africa",25
"Coelioxys verticalis Smith, 1854","points","Africa",4
"Colletes abeillei Pérez, 1903","points","Africa",5
"Colletes aberrans Cockerell, 1897","points","Africa",5
"Colletes abnormis Kuhlmann, 2007","points","Africa",6
"Colletes acutiformis Noskiewicz, 1936","points","Africa",3
"Colletes aestivalis Patton, 1879","points","Africa",3
"Colletes albohirtus Cockerell, 1946","points","Africa",38
"Colletes albomaculatus (Lucas, 1849)","points","Africa",1
"Colletes americanus Cresson, 1868","points","Africa",105
"Colletes andrewsi Cockerell, 1906","points","Africa",1
"Colletes antecessus Cockerell, 1932","points","Africa",54
"Colletes atlassus Kuhlmann, 2002","points","Africa",1
"Colletes aureocinctus Cockerell, 1946","points","Africa",3
"Colletes biskrensis Noskiewicz, 1936","points","Africa",3
"Colletes bokkeveldi Kuhlmann, 2007","points","Africa",1
"Colletes canescens Smith, 1853","points","Africa",1
"Colletes capensis Cameron, 1905","points","Africa",391
"Colletes cariniger Pérez, 1903","points","Africa",1
"Colletes cinctellus Friese, 1925","points","Africa",18
"Colletes claripes Friese, 1925","points","Africa",26
"Colletes compactus Cresson, 1868","points","Africa",203
"Colletes consors Cresson, 1868","points","Africa",10
"Colletes coriandri Pérez, 1895","points","Africa",1
"Colletes cyanonitidus Kuhlmann, 2007","points","Africa",28
"Colletes daourus Warncke, 1978","points","Africa",2
"Colletes denudatus Cockerell, 1946","points","Africa",1
"Colletes fasciatus Smith, 1853","points","Africa",11
"Colletes fascicularis Cockerell, 1932","points","Africa",53
"Colletes fulgidus Swenk, 1904","points","Africa",38
"Colletes fusconotus Cockerell, 1919","points","Africa",37
"Colletes gallicus Radoszkowski, 1891","points","Africa",1
"Colletes genalis Friese, 1909","points","Africa",11
"Colletes gessi Kuhlmann, 2007","points","Africa",5
"Colletes gypsicolens Cockerell, 1897","points","Africa",3
"Colletes hirtibasis Cockerell, 1936","points","Africa",20
"Colletes hyalinus Provancher, 1888","points","Africa",50
"Colletes impunctatus Nylander, 1852","points","Africa",7
"Colletes inaequalis Say, 1837","points","Africa",881
"Colletes infracognitus Cockerell, 1937","points","Africa",2
"Colletes inornatus Cockerell, 1946","points","Africa",2
"Colletes intricans Spinola, 1838","points","Africa",1
"Colletes karooensis Kuhlmann, 2007","points","Africa",7
"Colletes katharinae Kuhlmann, 2007","points","Africa",1
"Colletes kincaidii Cockerell, 1898","points","Africa",71
"Colletes knersvlaktei Kuhlmann, 2007","points","Africa",3
"Colletes lacunatus Dours, 1872","points","Africa",16
"Colletes latefasciatus Friese, 1925","points","Africa",17
"Colletes laticaudus Cockerell, 1946","points","Africa",9
"Colletes latitarsis Robertson, 1891","points","Africa",2
"Colletes ligatus Erichson, 1835","points","Africa",6
"Colletes lutzi Timberlake, 1943","points","Africa",1
"Colletes mackieae Cockerell, 1932","points","Africa",1
"Colletes maidli Noskiewicz, 1936","points","Africa",14
"Colletes malleatus Cockerell, 1933","points","Africa",32
"Colletes malmus (Cameron, 1905)","points","Africa",175
"Colletes mandibularis Smith, 1853","points","Africa",6
"Colletes marleyi Cockerell, 1919","points","Africa",114
"Colletes maroccanus Warncke, 1978","points","Africa",2
"Colletes michaelis Cockerell, 1936","points","Africa",1
"Colletes microdontus Cockerell, 1937","points","Africa",11
"Colletes missionum Cockerell, 1932","points","Africa",6
