"scientificName","dataFrom","continent","n"
"Andrena pseudothoracica Engel, 2005","litEstimate","Europe",2
"Andrena punctatissima Morawitz, 1866","litEstimate","Europe",9
"Andrena romankovae Osytshnjuk, 1995","litEstimate","Europe",1
"Andrena roripae Osytshnjuk, 1993","litEstimate","Europe",2
"Andrena rudolfae Osytshnjuk, 1986","litEstimate","Europe",2
"Andrena rufoclypeata Alfken, 1936","litEstimate","Europe",1
"Andrena rugulosella Osytshnjuk, 1993","litEstimate","Europe",8
"Andrena sakagamii Tadauchi, Hirashima and Matsumura, 1987","litEstimate","Europe",1
"Andrena schwarzi Warncke, 1975","litEstimate","Europe",3
"Andrena semiflava Lebedev, 1932","litEstimate","Europe",74
"Andrena semirubra Morawitz, 1876","litEstimate","Europe",1
"Andrena semirugosa Cockerell, 1924","litEstimate","Europe",10
"Andrena senex Eversmann, 1852","litEstimate","Europe",2
"Andrena sibirica Morawitz, 1888","litEstimate","Europe",1
"Andrena stepposa Osytshnjuk, 1977","litEstimate","Europe",2
"Andrena stoeckhertella Pittioni, 1948","litEstimate","Europe",12
"Andrena tatjanae Osytshnjuk, 1995","litEstimate","Europe",3
"Andrena tenuis Morawitz, 1877","litEstimate","Europe",1
"Andrena transbaicalica Popov, 1949","litEstimate","Europe",1
"Andrena tsukubana Hirashima, 1957","litEstimate","Europe",26
"Andrena valeriana Hirashima, 1957","litEstimate","Europe",3
"Andrena verae Osytshnjuk, 1986","litEstimate","Europe",31
"Andrena veronicae Pisanty and Wood, 2022","litEstimate","Europe",59
"Andrena volgensis Osytshnjuk, 1994","litEstimate","Europe",2
"Andrena watasei Cockerell, 1913","litEstimate","Europe",10
"Anthidium amurense Radoszkowski, 1876","litEstimate","Europe",3
"Anthidium fulviventre Friese, 1917","litEstimate","Europe",2
"Anthophora aeneiventris Hedicke, 1931","litEstimate","Europe",4
"Anthophora altaica Radoszkowski, 1882","litEstimate","Europe",11
"Anthophora arctica Morawitz, 1883","litEstimate","Europe",22
"Anthophora astragali Morawitz, 1877","litEstimate","Europe",97
"Anthophora atricilla Eversmann, 1846","litEstimate","Europe",7
"Anthophora crysocnemis Morawitz, 1877","litEstimate","Europe",264
"Anthophora deserticola Morawitz, 1872","litEstimate","Europe",60
"Anthophora dubia Eversmann, 1852","litEstimate","Europe",4
"Anthophora erschowi Fedtschenko, 1875","litEstimate","Europe",1
"Anthophora hanseni Morawitz, 1883","litEstimate","Europe",3
"Anthophora ireos (Pallas, 1773)","litEstimate","Europe",1
"Anthophora nigriceps Morawitz, 1886","litEstimate","Europe",1
"Anthophora raddei Morawitz, 1876","litEstimate","Europe",216
"Anthophora radoszkowskyi Fedtschenko, 1875","litEstimate","Europe",4
"Anthophora senilis Eversmann, 1846","litEstimate","Europe",1
"Anthophora trichopus Hedicke, 1940","litEstimate","Europe",36
"Anthophora vernalis Morawitz, 1877","litEstimate","Europe",2
"Anthophora villosula Smith, 1854","litEstimate","Europe",6
"Austronomia fruhstorferi (Pérez, 1905)","litEstimate","Europe",5
"Bathanthidium malaisei (Popov, 1941)","litEstimate","Europe",62
"Biastes popovi Proshchalykin and Lelej, 2004","litEstimate","Europe",2
"Bombus alagesianus Reinig, 1930","litEstimate","Europe",3
"Bombus amurensis Radoszkowski, 1862","litEstimate","Europe",1
"Bombus anachoreta (Skorikov, 1914)","litEstimate","Europe",13
"Bombus ardens Smith, 1879","litEstimate","Europe",2
"Bombus beaticola (Tkalců, 1968)","litEstimate","Europe",1
"Bombus biroi Vogt, 1911","litEstimate","Europe",2
"Bombus branickii (Radoszkowski, 1893)","litEstimate","Europe",18
"Bombus czerskianus Vogt, 1911","litEstimate","Europe",310
"Bombus diversus Smith, 1869","litEstimate","Europe",43
"Bombus eriophorus Klug, 1807","litEstimate","Europe",12
"Bombus exil (Skorikov, 1923)","litEstimate","Europe",3
"Bombus filchnerae Vogt, 1908","litEstimate","Europe",2
"Bombus glacialis Friese, 1902","litEstimate","Europe",83
"Bombus handlirschianus Vogt, 1909","litEstimate","Europe",5
"Bombus ignitus Smith, 1869","litEstimate","Europe",110
"Bombus miniatocaudatus Vogt, 1911","litEstimate","Europe",4
"Bombus oceanicus Friese, 1909","litEstimate","Europe",9
"Bombus portchinsky Radoszkowski, 1883","litEstimate","Europe",6
"Bombus separandus Vogt, 1909","litEstimate","Europe",2
"Bombus superbus (Tkalců, 1968)","litEstimate","Europe",1
"Bombus tichenkoi (Skorikov, 1926)","litEstimate","Europe",1
"Bombus tricornis Radoszkowski, 1888","litEstimate","Europe",2
"Bombus unicus Morawitz, 1883","litEstimate","Europe",3
"Bombus velox (Skorikov, 1914)","litEstimate","Europe",238
"Ceratina laevifrons Morawitz, 1894","litEstimate","Europe",23
"Ceratina satoi Yasumatsu, 1936","litEstimate","Europe",20
"Ceratina zwakhalsi Terzo and Rasmont, 1997","litEstimate","Europe",9
"Coelioxys formosicola Strand, 1913","litEstimate","Europe",8
"Coelioxys mielbergi Morawitz, 1880","litEstimate","Europe",1
"Coelioxys pielianus Friese, 1935","litEstimate","Europe",27
"Coelioxys ruficinctus Cockerell, 1931","litEstimate","Europe",3
"Colletes alini Kuhlmann, 2000","litEstimate","Europe",2
"Colletes anceps Radoszkowski, 1891","litEstimate","Europe",1
"Colletes arsenjevi Kuhlmann, 2006","litEstimate","Europe",1
"Colletes asiaticus Kuhlmann, 1999","litEstimate","Europe",25
"Colletes cinerascens Morawitz, 1893","litEstimate","Europe",9
"Colletes clypeatus Mocsáry, 1901","litEstimate","Europe",270
"Colletes conradti Noskiewicz, 1936","litEstimate","Europe",4
"Colletes dorsalis Morawitz, 1888","litEstimate","Europe",1
"Colletes ebmeri Kuhlmann, 2002","litEstimate","Europe",1
"Colletes edentulus Noskiewicz, 1936","litEstimate","Europe",11
"Colletes friesei Cockerell, 1918","litEstimate","Europe",11
"Colletes fulvicornis Noskiewicz, 1936","litEstimate","Europe",12
"Colletes hakkari Kuhlmann, 2002","litEstimate","Europe",15
"Colletes jankowskyi Radoszkowski, 1891","litEstimate","Europe",2
"Colletes kaszabi Kuhlmann, 2002","litEstimate","Europe",3
"Colletes kozlovi Friese, 1914","litEstimate","Europe",4
"Colletes laevifrons Morawitz, 1893","litEstimate","Europe",4
"Colletes patellatus Pérez, 1905","litEstimate","Europe",1
"Colletes perforator Smith, 1869","litEstimate","Europe",17
"Colletes pseudocinerascens Noskiewicz, 1936","litEstimate","Europe",83
"Colletes ravuloides Kuhlmann and Proshchalykin, 2023","litEstimate","Europe",60
"Colletes ravulus Noskiewicz, 1936","litEstimate","Europe",1
"Colletes roborovskyi Friese, 1914","litEstimate","Europe",8
"Colletes sidemii Radoszkowski, 1891","litEstimate","Europe",72
"Colletes subnitens Noskiewicz, 1936","litEstimate","Europe",23
"Colletes ulrikae Kuhlmann, 2002","litEstimate","Europe",3
"Colletes uralensis Noskiewicz, 1936","litEstimate","Europe",20
"Colletes wacki Kuhlmann, 2002","litEstimate","Europe",1
"Colletes warnckei Kuhlmann, 2002","litEstimate","Europe",2
"Colletes wollmanni Noskiewicz, 1936","litEstimate","Europe",1
"Ctenoplectra davidi Vachal, 1903","litEstimate","Europe",26
"Dasypoda japonica Cockerell, 1911","litEstimate","Europe",30
"Dufourea carinata (Popov, 1959)","litEstimate","Europe",18
"Dufourea coeruleocephala Morawitz, 1872","litEstimate","Europe",1
"Epeolus asiaticus Astafurova and Proshchalykin, 2022","litEstimate","Europe",2
"Epeolus coreanus Yasumatsu, 1933","litEstimate","Europe",1
"Epeolus laticauda Bischoff, 1930","litEstimate","Europe",1
"Epeolus melectiformis Yasumatsu, 1938","litEstimate","Europe",6
"Epeolus mongolicus Astafurova and Proshchalykin, 2021","litEstimate","Europe",1
"Epeolus nudiventris Bischoff, 1930","litEstimate","Europe",1
"Epeolus rasmonti Astafurova and Proshchalykin, 2022","litEstimate","Europe",108
"Epeolus ruficornis Morawitz, 1875","litEstimate","Europe",3
"Epeolus sibiricus Radoszkowski, 1887","litEstimate","Europe",3
"Eucera alborufa (Radoszkowski, 1871)","litEstimate","Europe",1
"Eucera chinensis (Smith, 1854)","litEstimate","Europe",15
"Eucera distinguenda (Morawitz, 1875)","litEstimate","Europe",1
"Eucera ferghanica Morawitz, 1875","litEstimate","Europe",1
"Eucera rufipes Smith, 1879","litEstimate","Europe",69
"Eucera sociabilis Smith, 1873","litEstimate","Europe",1
"Eucera tristis Morawitz, 1876","litEstimate","Europe",17
"Eucera velutina (Morawitz, 1874)","litEstimate","Europe",10
"Halictus aerarius Smith, 1873","litEstimate","Europe",1
"Halictus hedini Blüthgen, 1934","litEstimate","Europe",262
"Halictus leleji (Pesenko, 2006)","litEstimate","Europe",6
"Halictus luganicus Blüthgen, 1936","litEstimate","Europe",421
"Halictus minor Morawitz, 1876","litEstimate","Europe",26
"Halictus mondaensis Blüthgen, 1923","litEstimate","Europe",1
"Halictus mongolicus Morawitz, 1880","litEstimate","Europe",356
"Halictus nikolskayae (Pesenko, 2006)","litEstimate","Europe",7
"Halictus pseudomucoreus Ebmer, 1975","litEstimate","Europe",22
"Halictus radoszkowskii Vachal, 1902","litEstimate","Europe",1
"Halictus rossicus Ebmer, 1978","litEstimate","Europe",82
"Halictus transbaikalensis Blüthgen, 1933","litEstimate","Europe",4
"Halictus tsingtouensis Strand, 1910","litEstimate","Europe",23
"Halictus tuberculatus Blüthgen, 1925","litEstimate","Europe",5
"Hoplitis astragali Fateryga, Müller and Proshchalykin, 2023","litEstimate","Europe",1
"Hoplitis beijingensis Wu, 1987","litEstimate","Europe",12
"Hoplitis caucasicola Müller, 2012","litEstimate","Europe",1
"Hoplitis caularis (Morawitz, 1875)","litEstimate","Europe",11
"Hoplitis daurica (Radoszkowski, 1887)","litEstimate","Europe",46
"Hoplitis inconspicua Tkalců, 1995","litEstimate","Europe",8
"Hoplitis kaszabi Tkalců, 2000","litEstimate","Europe",148
"Hoplitis linguaria (Morawitz, 1876)","litEstimate","Europe",1
"Hoplitis maritima (Romankova, 1985)","litEstimate","Europe",1
"Hoplitis ozbeki Tkalců, 2000","litEstimate","Europe",2
"Hoplitis scita (Eversmann, 1852)","litEstimate","Europe",1
"Hylaeus aborigensis Dathe, 1994","litEstimate","Europe",1
"Hylaeus altaicus Dathe, 1986","litEstimate","Europe",1
"Hylaeus breviceps Morawitz, 1876","litEstimate","Europe",17
"Hylaeus concinnus Cockerell, 1924","litEstimate","Europe",1
"Hylaeus dolichocephalus Morawitz, 1876","litEstimate","Europe",13
"Hylaeus dorni Dathe, 1986","litEstimate","Europe",1
"Hylaeus floralis (Smith, 1873)","litEstimate","Europe",85
"Hylaeus globulus (Vachal, 1903)","litEstimate","Europe",4
"Hylaeus hungaricus (Alfken, 1905)","litEstimate","Europe",1
"Hylaeus hyrcanius Dathe, 1980","litEstimate","Europe",1
"Hylaeus iranicus Dathe, 1980","litEstimate","Europe",23
"Hylaeus kotschisus (Warncke, 1981)","litEstimate","Europe",5
"Hylaeus leleji Proshchalykin and Dathe, 2016","litEstimate","Europe",68
"Hylaeus niger Bridwell, 1919","litEstimate","Europe",1
"Hylaeus nigrocuneatus Cockerell, 1924","litEstimate","Europe",3
"Hylaeus nimbatus Dathe, 1986","litEstimate","Europe",4
"Hylaeus noomen Hirashima, 1977","litEstimate","Europe",17
"Hylaeus oehlkei Dathe, 2010","litEstimate","Europe",22
"Hylaeus pallidicornis Morawitz, 1876","litEstimate","Europe",1
"Hylaeus pesenkoi Proshchalykin and Dathe, 2016","litEstimate","Europe",2
"Hylaeus scutellaris Morawitz, 1874","litEstimate","Europe",118
"Hylaeus sibiricus (Strand, 1909)","litEstimate","Europe",1
"Hylaeus stubbei Dathe, 1986","litEstimate","Europe",18
"Hylaeus telmenicus Dathe, 1986","litEstimate","Europe",10
"Hylaeus transversalis Cockerell, 1924","litEstimate","Europe",5
"Hylaeus tsingtauensis (Strand, 1915)","litEstimate","Europe",2
"Icteranthidium fedtschenkoi (Morawitz, 1875)","litEstimate","Europe",7
"Lasioglossum adabaschum (Blüthgen, 1931)","litEstimate","Europe",1
"Lasioglossum affine (Smith, 1853)","litEstimate","Europe",1
"Lasioglossum agelastum Fan and Ebmer, 1992","litEstimate","Europe",5
"Lasioglossum allodalum Ebmer and Sakagami, 1985","litEstimate","Europe",3
"Lasioglossum amurense (Vachal, 1902)","litEstimate","Europe",1
"Lasioglossum angaricum (Cockerell, 1937)","litEstimate","Europe",1
"Lasioglossum apristum (Vachal, 1903)","litEstimate","Europe",1
"Lasioglossum baleicum (Cockerell, 1937)","litEstimate","Europe",1
"Lasioglossum blakistoni Sakagami and Munakata, 1990","litEstimate","Europe",1
"Lasioglossum briseis Ebmer, 2005","litEstimate","Europe",1
"Lasioglossum caliginosum Murao, Ebmer and Tadauchi, 2006","litEstimate","Europe",2
"Lasioglossum caspicum (Morawitz, 1874)","litEstimate","Europe",1
"Lasioglossum chloropus (Morawitz, 1893)","litEstimate","Europe",96
"Lasioglossum dybowskii (Radoszkowski, 1876)","litEstimate","Europe",4
"Lasioglossum ellipticeps (Blüthgen, 1923)","litEstimate","Europe",7
"Lasioglossum eomontanum Ebmer, 2006","litEstimate","Europe",1
"Lasioglossum eos Ebmer, 1978","litEstimate","Europe",1
"Lasioglossum epiphron Ebmer, 1982","litEstimate","Europe",1
"Lasioglossum eriphyle Ebmer, 1996","litEstimate","Europe",3
"Lasioglossum exiliceps (Vachal, 1903)","litEstimate","Europe",32
"Lasioglossum fallax (Morawitz, 1874)","litEstimate","Europe",1
"Lasioglossum gorge Ebmer, 1982","litEstimate","Europe",7
"Lasioglossum harmandi (Vachal, 1903)","litEstimate","Europe",1
"Lasioglossum hoffmanni (Strand, 1915)","litEstimate","Europe",3
"Lasioglossum huanghe Ebmer, 2002","litEstimate","Europe",1
"Lasioglossum kankauchare (Strand, 1914)","litEstimate","Europe",5
"Lasioglossum kansuense (Blüthgen, 1934)","litEstimate","Europe",13
"Lasioglossum kiautschouense (Strand, 1910)","litEstimate","Europe",1
"Lasioglossum kirgisicum Ebmer, 1972","litEstimate","Europe",9
"Lasioglossum korbi (Blüthgen, 1929)","litEstimate","Europe",9
"Lasioglossum kozlovi (Friese, 1914)","litEstimate","Europe",4
"Lasioglossum laevoides Ebmer, 2005","litEstimate","Europe",1
"Lasioglossum leviventre (Pérez, 1905)","litEstimate","Europe",8
"Lasioglossum longifacies Sakagami and Tadauchi, 1995","litEstimate","Europe",1
"Lasioglossum matianense (Blüthgen, 1926)","litEstimate","Europe",1
"Lasioglossum minutuloides Ebmer, 1978","litEstimate","Europe",2
"Lasioglossum miyabei Murao, Ebmer and Tadauchi, 2006","litEstimate","Europe",375
"Lasioglossum nipponense (Hirashima, 1953)","litEstimate","Europe",5
"Lasioglossum niveocinctum (Blüthgen, 1923)","litEstimate","Europe",2
"Lasioglossum nodicorne (Morawitz, 1890)","litEstimate","Europe",4
"Lasioglossum nupricola Sakagami, 1988","litEstimate","Europe",5
"Lasioglossum occidens (Smith, 1873)","litEstimate","Europe",1
"Lasioglossum pallidum (Radoszkowski, 1888)","litEstimate","Europe",3
"Lasioglossum perplexans (Cockerell, 1925)","litEstimate","Europe",8
"Lasioglossum problematicum (Blüthgen, 1923)","litEstimate","Europe",1
"Lasioglossum proximatum (Smith, 1879)","litEstimate","Europe",8
"Lasioglossum rostratum (Eversmann, 1852)","litEstimate","Europe",1
"Lasioglossum sakagamii Ebmer, 1978","litEstimate","Europe",2
"Lasioglossum scirpaceus (Warncke, 1975)","litEstimate","Europe",1
"Lasioglossum scitulum (Smith, 1873)","litEstimate","Europe",1
"Lasioglossum semilaeve (Blüthgen, 1923)","litEstimate","Europe",23
"Lasioglossum sibiriacum (Blüthgen, 1923)","litEstimate","Europe",1
"Lasioglossum simplicior (Cockerell, 1931)","litEstimate","Europe",16
"Lasioglossum spectrum Murao, 2021","litEstimate","Europe",3
"Lasioglossum speculinum (Cockerell, 1925)","litEstimate","Europe",1
"Lasioglossum sulcatulum (Cockerell, 1925)","litEstimate","Europe",7
"Lasioglossum sutshanicum Pesenko, 1986","litEstimate","Europe",1
"Lasioglossum tauricum Ebmer, 1972","litEstimate","Europe",4
"Lasioglossum transpositum (Cockerell, 1925)","litEstimate","Europe",6
"Lasioglossum tungusicum Ebmer, 1978","litEstimate","Europe",1
"Lasioglossum upinense (Morawitz, 1890)","litEstimate","Europe",2
"Lasioglossum virideglaucum Ebmer and Sakagami, 1994","litEstimate","Europe",20
"Lasioglossum viridellum (Cockerell, 1931)","litEstimate","Europe",2
"Lasioglossum vulsum (Vachal, 1903)","litEstimate","Europe",1
"Lasioglossum yakuticum (Pesenko and Davydova, 2004)","litEstimate","Europe",18
"Lasioglossum zeyanense Pesenko, 1986","litEstimate","Europe",7
"Macropis dimidiata Yasumatsu and Hirashima, 1956","litEstimate","Europe",7
"Macropis ussuriana (Popov, 1936)","litEstimate","Europe",9
"Megachile epovae Cockerell, 1928","litEstimate","Europe",4
"Megachile ferritincta Cockerell, 1924","litEstimate","Europe",5
"Megachile manipula Romankova, 1983","litEstimate","Europe",1
"Megachile nipponica Cockerell, 1914","litEstimate","Europe",21
"Megachile polita Cockerell, 1924","litEstimate","Europe",1
"Megachile remota Smith, 1879","litEstimate","Europe",2
"Megachile saussurei Radoszkowski, 1874","litEstimate","Europe",1
"Megachile scheviakovi Cockerell, 1928","litEstimate","Europe",10
"Megachile sichotana Cockerell, 1924","litEstimate","Europe",3
"Megachile tecta Radoszkowski, 1888","litEstimate","Europe",2
"Melecta amanda Lieftinck, 1980","litEstimate","Europe",1
"Melecta baerii (Radoszkowski, 1865)","litEstimate","Europe",1
"Melecta diacantha Eversmann, 1852","litEstimate","Europe",2
"Melecta eversmanni Radoszkowski, 1893","litEstimate","Europe",3
"Melecta sibirica Radoszkowski, 1891","litEstimate","Europe",6
"Melitta ezoana Yasumatsu and Hirashima, 1956","litEstimate","Europe",1
"Melitta japonica Yasumatsu and Hirashima, 1956","litEstimate","Europe",4
"Melitta latronis Cockerell, 1924","litEstimate","Europe",12
"Melitta sibirica (Morawitz, 1888)","litEstimate","Europe",1
"Melitturga caucasica Morawitz, 1877","litEstimate","Europe",64
"Melitturga mongolica Alfken, 1936","litEstimate","Europe",1
"Nomada albidemaculata Łoziński, 1922","litEstimate","Europe",103
"Nomada amurensis Radoszkowski, 1876","litEstimate","Europe",18
"Nomada comparata Cockerell, 1911","litEstimate","Europe",1
"Nomada dives Erichson, 1849","litEstimate","Europe",6
"Nomada dubia Eversmann, 1852","litEstimate","Europe",1
"Nomada dybovskij Radoszkowski, 1876","litEstimate","Europe",3
"Nomada ecarinata Morawitz, 1888","litEstimate","Europe",2
"Nomada esana Tsuneki, 1973","litEstimate","Europe",309
"Nomada ginran Tsuneki, 1973","litEstimate","Europe",5
"Nomada hakusana Tsuneki, 1973","litEstimate","Europe",3
"Nomada hammarstroemi Morawitz, 1888","litEstimate","Europe",6
"Nomada irkutskiensis Proshchalykin and Schwarz, 2017","litEstimate","Europe",1
"Nomada issikii Yasumatsu, 1939","litEstimate","Europe",7
"Nomada japonica Smith, 1873","litEstimate","Europe",1
"Nomada koikensis Tsuneki, 1973","litEstimate","Europe",1
"Nomada lutea Eversmann, 1852","litEstimate","Europe",33
"Nomada maculifrons Smith, 1869","litEstimate","Europe",2
"Nomada margelanica Schwarz, 1987","litEstimate","Europe",1
"Nomada mitaii Proshchalykin and Lelej, 2010","litEstimate","Europe",1
"Nomada nigella Nylander, 1848","litEstimate","Europe",8
"Nomada okamotonis Matsumura, 1912","litEstimate","Europe",1
"Nomada ornata Eversmann, 1852","litEstimate","Europe",2
"Nomada pacifica Tsuneki, 1973","litEstimate","Europe",3
"Nomada palmeni Morawitz, 1888","litEstimate","Europe",6
"Nomada pilosa Schwarz and Gusenleitner, 2017","litEstimate","Europe",3
"Nomada planifrons Łoziński, 1922","litEstimate","Europe",17
"Nomada quadrispinosa Mocsáry, 1901","litEstimate","Europe",5
"Nomada rubricosa Eversmann, 1852","litEstimate","Europe",1
"Nomada setteri Proshchalykin and Lelej, 2010","litEstimate","Europe",1
"Nomada silvicola Tsuneki, 1973","litEstimate","Europe",7
"Nomada urfaensis Schwarz, Smit and Ockermüller, 2019","litEstimate","Europe",1
"Nomada zichyana Mocsáry, 1901","litEstimate","Europe",4
"Nomioides pulverosus Handlirsch, 1889","litEstimate","Europe",216
"Osmia cinerea Warncke, 1988","litEstimate","Europe",1
"Osmia ephippiata Smith, 1879","litEstimate","Europe",28
"Osmia opima Romankova, 1985","litEstimate","Europe",7
"Panurginus alpotanini Romankova and Astafurova, 2011","litEstimate","Europe",4
"Panurginus alticolus Morawitz, 1876","litEstimate","Europe",12
"Panurginus arsenievi Romankova and Astafurova, 2011","litEstimate","Europe",2
"Panurginus crawfordi Cockerell, 1914","litEstimate","Europe",62
"Panurginus kropotkini Romankova and Astafurova, 2011","litEstimate","Europe",2
"Panurginus mikhno Romankova and Astafurova, 2011","litEstimate","Europe",1
"Panurginus muraviovi Romankova and Astafurova, 2011","litEstimate","Europe",8
"Panurginus niger Nylander, 1848","litEstimate","Europe",2
"Panurginus turcomanicus Popov, 1936","litEstimate","Europe",1
"Pasites esakii Popov and Yasumatsu, 1935","litEstimate","Europe",29
"Pseudapis anatolica (Warncke, 1976)","litEstimate","Europe",1
"Pseudapis bytinski (Warncke, 1976)","litEstimate","Europe",1
"Pseudapis elegantissima (Popov, 1949)","litEstimate","Europe",2
"Pseudapis mandschurica (Hedicke, 1940)","litEstimate","Europe",5
"Pseudapis oxybeloides (Smith, 1875)","litEstimate","Europe",1
"Rophites caucasicus Morawitz, 1876","litEstimate","Europe",4
"Rophites flavicornis (Friese, 1914)","litEstimate","Europe",1
"Rophites gruenwaldti Ebmer, 1978","litEstimate","Europe",2
"Sphecodes kozlovi Astafurova and Proshchalykin, 2015","litEstimate","Europe",1
"Sphecodes laticaudatus Tsuneki, 1983","litEstimate","Europe",3
"Sphecodes maruyamanus Tsuneki, 1983","litEstimate","Europe",3
"Sphecodes murotai Tsuneki, 1983","litEstimate","Europe",4
"Sphecodes nippon Meyer, 1922","litEstimate","Europe",1
"Sphecodes okuyetsu Tsuneki, 1983","litEstimate","Europe",173
"Sphecodes pieli Cockerell, 1931","litEstimate","Europe",4
"Sphecodes schwarzi Astafurova and Proshchalykin, 2015","litEstimate","Europe",1
"Sphecodes simillimus Smith, 1873","litEstimate","Europe",1
"Sphecodes tanoi Tsuneki, 1983","litEstimate","Europe",1
"Stelis melanura Cockerell, 1924","litEstimate","Europe",1
"Tetraloniella mitsukurii (Cockerell, 1911)","litEstimate","Europe",2
"Tetraloniella vicina (Morawitz, 1876)","litEstimate","Europe",1
"Tetraloniella viciniformis (Kerenskij, 1919)","litEstimate","Europe",5
"Tetraloniella yoshihiroi (Ikudome, 2022)","litEstimate","Europe",1
"Thyreomelecta propinqua (Lieftinck, 1968)","litEstimate","Europe",2
"Thyreomelecta sibirica (Radoszkowski, 1893)","litEstimate","Europe",1
"Thyreus altaicus (Radoszkowski, 1893)","litEstimate","Europe",56
"Thyreus biseriatus (Morawitz, 1888)","litEstimate","Europe",1
"Thyreus decorus (Smith, 1852)","litEstimate","Europe",1
"Triepeolus ventralis (Meade-Waldo, 1913)","litEstimate","Europe",4
"Xylocopa altaica Popov, 1947","litEstimate","Europe",34
"Xylocopa appendiculata Smith, 1852","litEstimate","Europe",4
"Braunsapis hewitti (Cameron, 1908)","litEstimate","Europe",1
"Ceratina compacta Smith, 1879","litEstimate","Europe",12
"Ceratina flavolateralis Cockerell, 1916","litEstimate","Europe",4
"Sphecodes banksii Lovell, 1909","litEstimate","Europe",138
"Sphecodes nipponicus Yasumatsu and Hirashima, 1951","litEstimate","Europe",1
"Xylocopa modesta Smith, 1854","litEstimate","Europe",1
"Andrena grozdanici Osytshnjuk, 1975","litEstimate","Europe",6
"Andrena yamato Tadauchi and Hirashima, 1983","litEstimate","Europe",2
"Brevineura nitida (Cockerell, 1922)","litEstimate","Europe",432
"Charicolletes saltus Maynard, 2013","litEstimate","Europe",4
"Exoneura rhodoptera Cockerell, 1922","litEstimate","Europe",1
"Hylaeus aurifer (Cockerell, 1918)","litEstimate","Europe",9
"Lamprocolletes insularis (Cockerell, 1913)","litEstimate","Europe",8
"Lasioglossum stradbrokense (Cockerell, 1916)","litEstimate","Europe",3
"Megachile simpliciformis Cockerell, 1918","litEstimate","Europe",2
"Ammobates verhoeffi Mavromoustakis, 1959","litEstimate","Europe",1
"Andrena abjecta Pérez, 1895","litEstimate","Europe",3
"Andrena contracta Wood, 2022","litEstimate","Europe",2
"Andrena curtivalvis Morice, 1899","litEstimate","Europe",1
"Andrena exigua Erichson, 1835","litEstimate","Europe",1
"Andrena fortipunctata Wood, 2021","litEstimate","Europe",13
"Andrena herodesi Pisanty and Wood, 2022","litEstimate","Europe",3
"Andrena laurivora Warncke, 1974","litEstimate","Europe",1
"Andrena microthorax Pérez, 1895","litEstimate","Europe",14
"Andrena minapalumboi Gribodo, 1894","litEstimate","Europe",5
"Andrena monilia Warncke, 1967","litEstimate","Europe",5
"Andrena montarca Warncke, 1975","litEstimate","Europe",5
"Andrena palmae Kratochwil, 2020","litEstimate","Europe",111
"Andrena rhypara Pérez, 1903","litEstimate","Europe",4
"Andrena sinuata Pérez, 1895","litEstimate","Europe",11
"Andrena soror Dours, 1872","litEstimate","Europe",2
"Andrena taxana Warncke, 1975","litEstimate","Europe",1
"Andrena tenoensis Kratochwil, 2020","litEstimate","Europe",25
"Andrena vaulogeri Pérez, 1895","litEstimate","Europe",1
"Andrena wildpreti Kratochwil, 2020","litEstimate","Europe",54
"Anthophora andalusica Pérez, 1902","litEstimate","Europe",2
"Anthophora lusitanica Friese, 1919","litEstimate","Europe",13
"Anthophora senicula Pérez, 1902","litEstimate","Europe",26
"Ceratina albosticta Cockerell, 1931","litEstimate","Europe",1
"Colletes merceti Noskiewicz, 1936","litEstimate","Europe",6
"Dasypoda iberica Warncke, 1973","litEstimate","Europe",160
"Dioxys ardens Gerstäcker, 1869","litEstimate","Europe",6
"Dioxys atlanticus Saunders, 1904","litEstimate","Europe",6
"Dioxys falsificus Engel, 2023","litEstimate","Europe",1
"Dioxys lanzarotensis Tkalců, 2001","litEstimate","Europe",1
"Dufourea balearica Ebmer, 2015","litEstimate","Europe",21
"Dufourea fortunata Ebmer, 1993","litEstimate","Europe",9
"Dufourea longiglossa Ebmer, 1993","litEstimate","Europe",1
"Dufourea merceti Vachal, 1907","litEstimate","Europe",33
"Eucera andreui (Dusmet y Alonso, 1926)","litEstimate","Europe",1
"Eucera brachycera (Gribodo, 1893)","litEstimate","Europe",1
"Eucera cuniculina Klug, 1845","litEstimate","Europe",3
"Eucera quilisi_homonym (Dusmet y Alonso, 1926)","litEstimate","Europe",1
"Flavipanurgus merceti (Vachal, 1910)","litEstimate","Europe",181
"Halictus jaramielicus Blüthgen, 1923","litEstimate","Europe",1
"Halictus nivalis Ebmer, 1985","litEstimate","Europe",3
"Heriades labiata Pérez, 1895","litEstimate","Europe",43
"Hoplitis albatera (Warncke, 1991)","litEstimate","Europe",1
"Hoplitis hilbera Müller, 2012","litEstimate","Europe",1
"Hoplitis manuelae Müller, 2012","litEstimate","Europe",6
"Hoplitis peniculifera Müller, 2012","litEstimate","Europe",9
"Hoplitis quinquespinosa (Friese, 1899)","litEstimate","Europe",9
"Hoplitis teucrii (Benoist, 1927)","litEstimate","Europe",1
"Hoplitis zandeni (Teunissen and van Achterberg, 1992)","litEstimate","Europe",1
"Hylaeus gazagnairei (Vachal, 1891)","litEstimate","Europe",3
"Hylaeus ibericus Dathe, 2000","litEstimate","Europe",5
"Lasioglossum articulare (Pérez, 1895)","litEstimate","Europe",1
"Lasioglossum castilianum (Blüthgen, 1931)","litEstimate","Europe",7
