"name","scale","nChao","iChao_est","iChao_lower","iChao_upper","observedRichness","level","niNEXT","iNEXT_est","iNEXT_lower","iNEXT_upper","iNEXT_increasePercent","iNEXT_increase","iChao_increasePercent","iChao_increase","cleanRecords","elevationalRange","Code","year_GDPc","GPD_per_cap","year_TerEd","percent_ed","continent","mean_roadDist","median_roadDist","n_lit","n_occ","propOccurrences","area_m"
"Bolivia","Country",17086.5,1029.7635,961.494,1112.417,696,"Country",17086.5,974.3209172553903,894.3751317723209,1053.5687248664738,39.988637536694014,278.3209172553903,47.95452586206896,333.7635,9162,6095,"BOL",2022,6481.3906,2020,29.2,"South America",10838.3233819448,7502.30077823926,327,369,0.5301724137931034,1090274492427.718
"Hungary","Country",8402.5,1060.748,1005.4970000000001,1125.8885,727,"Country",8402.5,997.7916580521874,922.5032139162531,1079.2854678629485,37.247820915018906,270.79165805218736,45.90756533700138,333.74800000000005,1293,942,"HUN",2022,29451.855,2020,23,"Europe",3270.80768360037,2608.22395862106,518,209,0.2874828060522696,92959672038.41171
"Turkmenistan","Country",1052.5,1089.9524999999999,1022.2615,1170.9225000000001,601,"Country",1052.5,1005.349303919633,907.3039549545767,1106.215517179433,67.2794182894564,404.34930391963303,81.35648918469217,488.9524999999999,41,2956,"TKM",2022,17234.555,NA,NA,"Asia",8039.00595746548,5135.28771050659,578,23,0.03826955074875208,470628850571.5388
"Croatia","Country",9988,1077.4515000000001,1016.22,1149.408,733,"Country",9988,1014.987119864639,935.0408254320089,1095.1548522754053,38.470275561342284,281.987119864639,46.99201909959074,344.4515000000001,1391,1628,"HRV",2022,26986.752,2020,24.2,"Europe",3508.29411401567,2765.54877213338,537,196,0.2673942701227831,54418646064.961044
"Tunisia","Country",2794,1070.5365000000002,1008.533,1146.6325,686,"Country",2794,1002.5638642210606,920.4103552187144,1084.5928085709486,46.1463358922829,316.5638642210606,56.05488338192421,384.53650000000016,646,1468,"TUN",2022,10913.846,2020,20.2,"Africa",9194.90030649771,5423.86281174438,520,166,0.24198250728862974,156658423143.02444
"India","Country",22110.5,1125.78,1066.2125,1199.923,792,"Country",22110.5,1066.896015406231,988.4066805119171,1143.617798031753,34.70909285432211,274.8960154062311,42.14393939393939,333.78,8871,8300,"IND",2022,7765.593,2020,7.9,"Asia",3958.14322264215,2854.48985180318,544,248,0.31313131313131315,3155818262227.9194
"Romania","Country",8293,1093.645,1032.7735,1169.963,728,"Country",8293,1029.9101778775366,948.0149540701553,1113.5333837493517,41.47117827988141,301.9101778775366,50.225961538461526,365.645,729,2416,"ROU",2022,26197.904,2020,14.7,"Europe",2826.17491418304,2131.73651923984,597,131,0.17994505494505494,235768984630.15527
"Colombia","Country",40578,1080.5695,1026.4065,1143.8115,814,"Country",40578,1033.2560487699357,966.9566149491764,1102.30970399717,26.935632527019116,219.25604876993566,32.74809582309584,266.56950000000006,30210,5528,"COL",2022,14468.964,2020,26.4,"South America",35495.7572123247,12309.637868293,419,395,0.48525798525798525,1139434982630.3489
"Portugal","Country",18037.5,1104.4,1051.5075000000002,1172.046,763,"Country",18037.5,1040.439727695601,961.2502382636269,1116.6979416074762,36.36169432445624,277.43972769560105,44.74442988204457,341.4000000000001,6483,2129,"PRT",2022,28992.059,2020,16.1,"Europe",3273.00019821319,2706.00498619739,479,284,0.3722149410222805,90759395065.51782
"Bulgaria","Country",10831.5,1150.2379999999998,1077.975,1237.48,749,"Country",10831.5,1082.5497764962533,992.3486163079131,1169.2674512798185,44.532680440087226,333.54977649625334,53.569826435246966,401.23799999999983,1264,2783,"BGR",2022,20592.455,2020,23.9,"Europe",2801.93125032439,2176.09081219401,607,142,0.18958611481975968,112421111715.95389
"Ukraine","Country",15691.5,1113.8745,1067.394,1168.266,827,"Country",15691.5,1058.0793838832888,990.8023419759281,1123.8846421706494,27.941884387338423,231.07938388328876,34.68857315598548,286.8744999999999,4935,2130,"UKR",2022,7749.0996,2020,49,"Europe",2877.20018659936,2298.59737868456,440,387,0.46795646916565903,570153961120.7982
"DRC","Country",9799,1163.5915,1092.3815,1246.79,769,"Country",9799,1098.1302164519134,1008.9653024048778,1186.578911995936,42.799768069169495,329.1302164519134,51.31228868660598,394.5915,1281,4792,NA,NA,NA,NA,NA,"Africa",6414.70418609446,4258.53956634133,609,160,0.20806241872561768,2334629553607.82
"Canada","Country",143501,1170.019,1119.344,1233.0285,920,"Country",143501,1127.3273605178229,1061.3882547150552,1193.3742753747842,22.535582664980748,207.32736051782285,27.17597826086957,250.019,135499,5894,"CAN",2022,45529.645,2020,51.3,"North America",180838.467974103,126678.508517414,327,593,0.6445652173913043,9872061759422.162
"France","Country",136124.5,1177.171,1135.3305,1233.9560000000001,1003,"Country",136124.5,1147.2285848310544,1094.4136839692428,1199.5055723820278,14.379719325130047,144.22858483105438,17.365004985044873,174.17100000000005,131892,4402,"FRA",2022,39065.71,2020,31.9,"Europe",5283.23535763979,2744.25386668231,182,821,0.8185443668993021,635046803222.9731
"Kazakhstan","Country",4889,1308.0445,1226.888,1405.24,826,"Country",4889,1228.8084677303518,1132.6337809752254,1329.2100289544974,48.76615832086584,402.8084677303518,58.358898305084736,482.04449999999997,242,6093,"KAZ",2022,26491.857,2020,32.8,"Asia",5328.59969606537,4028.19423778102,769,57,0.06900726392251816,2712784649160.729
"Peru","Country",20118,1288.485,1209.7335,1384.2875,859,"Country",20118,1218.171016313082,1123.4127715494558,1310.7108477727515,41.812691072535735,359.17101631308196,49.99825378346914,429.4849999999999,10568,6615,"PER",2022,12762.967,2020,19.9,"South America",34784.4259307879,14526.5614111399,395,464,0.540162980209546,1296291218582.3442
"Italy","Country",26423,1305.4375,1264.6185,1353.7355,1045,"Country",26423,1254.4491108165207,1191.218538510651,1319.3223887967902,20.04297711162877,209.44911081652072,24.922248803827742,260.4375,15187,4489,"ITA",2022,36224.293,2020,15.9,"Europe",2831.97131335769,2270.21834413079,460,585,0.5598086124401914,300287065029.1191
"Algeria","Country",6722,1350.3755,1271.1485,1442.359,858,"Country",6722,1265.3798394292658,1172.4023900428824,1362.0058915134648,47.480167765648694,407.37983942926576,57.38642191142191,492.3755000000001,376,2669,"DZA",2022,13506.444,2020,17.3,"Africa",24729.9898911588,12561.0070386647,758,100,0.11655011655011654,2322749397094.874
"Morocco","Country",12839.5,1450.6505,1381.8545,1534.908,987,"Country",12839.5,1368.1051636453371,1276.3475360686284,1458.0744548482921,38.612478586153706,381.10516364533714,46.97573454913879,463.65049999999997,1944,4017,"MAR",2022,8400.127,2020,12.7,"Africa",7428.38936315834,4769.04323117286,711,276,0.2796352583586626,582422901829.3213
"Spain","Country",34502.5,1526.566,1465.949,1598.786,1167,"Country",34502.5,1463.1470986575996,1386.3350424806408,1538.823830608755,25.376786517360728,296.1470986575996,30.81113967437876,359.56600000000003,21978,3475,"ESP",2022,34123.387,2020,31.3,"Europe",3490.87127707605,2838.88795903445,517,661,0.5611205432937182,506164911718.57214
"Iran","Country",27486.5,1611.1979999999999,1534.652,1701.492,1112,"Country",27486.5,1522.5507664815852,1431.9807129794663,1616.1931917369357,36.9200329569771,410.55076648158524,44.89190647482013,499.19799999999987,6504,5456,"IRN",2022,18473.066,2020,24.4,"Asia",7729.49468591414,4600.08881039015,845,267,0.24010791366906475,1622833684979.964
"South Africa","Country",53779,1561.08,1502.4385000000002,1635.036,1240,"Country",53779,1505.1797521105655,1434.0033783132305,1577.5406850591608,21.385463879884313,265.17975211056546,25.893548387096764,321.0799999999999,43470,3362,"ZAF",2022,11415.887,2020,5.4,"Africa",2089.60239455093,1276.33756263708,423,817,0.6588709677419354,1221683005236.1309
"Greece","Country",24286,1637.0765,1579.1945,1709.2325,1191,"Country",24286,1555.770886451663,1468.4443394223904,1641.5296038687188,30.62727845941755,364.77088645166305,37.45394626364398,446.0764999999999,4782,2732,"GRC",2022,25283.906,2020,33,"Europe",2349.74268772118,1842.88039984922,779,412,0.3459277917716205,130164939498.08311
"Israel","Country",17818,1617.0100000000002,1531.416,1716.0895,1064,"Country",17818,1521.9159121871085,1423.8476236010597,1623.9191596389182,43.03720979202148,457.91591218710846,51.97462406015039,553.0100000000002,2535,2864,"ISR",2022,36648.918,2020,36.5,"Asia",2367.07752810257,1862.32245843681,716,348,0.32706766917293234,22051157485.30114
"Argentina","Country",62397.5,1689.7824999999998,1623.5325,1771.7530000000002,1277,"Country",62397.5,1620.6053906682032,1535.7715450779315,1706.1121830293905,26.9072349779329,343.6053906682032,32.324393108848845,412.7824999999998,49436,6808,"ARG",2022,18292.318,2020,13.8,"South America",5922.48990178537,4236.80295191182,540,737,0.577133907595928,2782696566963.083
"Russian Federation","Country",47380,1743.9415,1669.8995,1829.324,1255,"Country",47380,1654.3387531155686,1562.2868166255228,1744.3556821100685,31.81982096538396,399.3387531155686,38.95948207171314,488.9414999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16879715918314.78
"Australia","Country",244346.5,1869.932,1819.488,1931.8455,1615,"Country",244346.5,1828.8956963765584,1765.834805955999,1893.6361896591216,13.244315565111965,213.89569637655836,15.785263157894747,254.93200000000002,236128,2187,"AUS",2022,52049.43,2020,30.2,"Oceania",13706.8333604128,5992.04024243186,328,1287,0.7969040247678019,7706039709886.315
"China","Country",32613,2003.6195,1915.4125,2105.6800000000003,1367,"Country",32613,1890.5731373108792,1783.8328470583192,1998.9876836723352,38.30088787936206,523.5731373108792,46.570555961960494,636.6195,4837,8580,"CHN",2022,19238.18,2020,8.7,"Asia",19164.3758304334,6394.00438439115,1129,238,0.17410387710314557,9371236924584.92
"Turkey","Country",33300,2667.476,2568.6365,2784.085,1824,"Country",33300,2522.798975770646,2404.8923615517583,2648.0808788545564,38.31134735584683,698.7989757706459,46.243201754385964,843.4760000000001,4200,4980,"TUR",2022,27361.988,2020,10.8,"Asia",3398.70569503827,2799.49599501253,1314,510,0.27960526315789475,779822048888.1051
"Brazil","Country",183653,2692.7205,2612.548,2783.9915,2072,"Country",183653,2575.697462076858,2474.036704485785,2676.467562782572,24.309723073207422,503.69746207685785,29.95755308880308,620.7204999999999,161210,2670,"BRA",2022,14640.076,2020,11.2,"South America",52909.6869719847,11460.1897767384,1073,1207,0.5293859649122807,8499395335573.702
"Mexico","Country",286547.5,2738.7169999999996,2671.548,2816.3824999999997,2265,"Country",286547.5,2656.262814679787,2570.8840761133365,2741.2430111150943,17.274296453853722,391.26281467978697,20.91465783664457,473.71699999999964,274063,5425,"MEX",2022,16235.455,2020,22.9,"North America",5478.59510479465,3693.08804173741,510,1755,0.7748344370860927,1962276615871.462
"USA","Country",2256189,4232.2375,4149.981,4329.630999999999,3703,"Country",2256189,4140.720044212665,4047.9697903947363,4233.583863004311,11.820687124295581,437.720044212665,14.292128004320826,529.2375000000002,2245931,6184,"USA",2022,58487.465,2020,60.9,"North America",20560.7430605483,6264.95106239998,416,3287,0.8876586551444775,9439419735692.014
"Africa","Continent",254147.5,6644.9085,6510.496,6792.3544999999995,4976,"Continent",254147.5,6344.443990269794,6181.957860192377,6513.658049082891,27.500884048830265,1368.443990269794,33.539157958199354,1668.9084999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia","Continent",198360.5,8708.945,8528.682499999999,8902.7475,6184,"Continent",198360.5,8275.592965005559,8057.924148946481,8473.483704432398,33.822654673440475,2091.5929650055587,40.83028783958602,2524.9449999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe","Continent",3390912.5,3206.9404999999997,3114.3594999999996,3310.6085000000003,2516,"Continent",3390912.5,3084.226817385833,2974.0083199631763,3189.5882069809877,22.584531692600663,568.2268173858329,27.461864069952302,690.9404999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North America","Continent",2772783,6536.17,6420.1145,6666.733,5526,"Continent",2772783,6367.530656118126,6240.958143102877,6493.428037610102,15.228567790773173,841.530656118126,18.280311255881298,1010.1700000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oceania","Continent",267828,2521.029,2445.03,2612.611,2049,"Continent",267828,2451.202804934797,2356.4576298866264,2540.5008898546093,19.629224252552312,402.20280493479686,23.037042459736455,472.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South America","Continent",398767.5,5616.912,5496.6725,5750.909,4349,"Continent",398767.5,5388.743948597173,5244.888849423178,5532.7535276638755,23.907655750682277,1039.7439485971727,29.154104391814208,1267.9120000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
