"name","scale","nChao","iChao_est","iChao_lower","iChao_upper","observedRichness","level","niNEXT","iNEXT_est","iNEXT_lower","iNEXT_upper","iNEXT_increasePercent","iNEXT_increase","iChao_increasePercent","iChao_increase"
"Zimbabwe","Country",3747.5,679.394,632.1279999999999,741.1355000000001,475,"Country",3747.5,651.7119053585541,588.4256385191841,712.587761635997,37.20250639127454,176.71190535855408,43.0303157894737,204.394
"Indonesia","Country",10972,708.0625,660.019,771.063,482,"Country",10972,667.7430343014046,603.3855463302605,732.4510486384122,38.53589923265655,185.74303430140458,46.90093360995851,226.0625
"Switzerland","Country",420204,687.3115,672.3399999999999,712.556,650,"Country",420204,680.4199276595403,654.106013989497,707.9799542222815,4.679988870698515,30.41992765954035,5.740230769230781,37.311500000000024
"Jordan","Country",800.5,728.8345,674.6085,797.51,411,"Country",800.5,675.6680169980481,599.21282413789,751.8688488647192,64.39611119173918,264.6680169980481,77.33199513381996,317.83450000000005
"Costa Rica","Country",68325,701.463,669.2850000000001,745.9325,588,"Country",68325,684.0254412387314,637.9647617915246,728.5916961519165,16.33085735352575,96.02544123873145,19.29642857142857,113.46299999999997
"Germany","Country",248655,735.509,704.528,780.346,639,"Country",248655,717.7653088518449,675.6485678045209,756.4991345261833,12.326339413434262,78.7653088518449,15.103129890453836,96.50900000000001
"Paraguay","Country",6890.5,771.966,721.6904999999999,835.7215,533,"Country",6890.5,730.5126259313923,665.5225497060662,790.7607313977234,37.05677784829125,197.51262593139234,44.83414634146341,238.966
"Ecuador","Country",16556.5,777.2645,730.629,837.6605,566,"Country",16556.5,744.5680390250378,682.020628781391,808.4263553043037,31.54912350265686,178.56803902503782,37.32588339222615,211.2645
"Czech Republic","Country",11449,782.2165,750.98,821.7465,609,"Country",11449,749.2553037523917,696.2730784393437,803.2185139907003,23.030427545548715,140.25530375239168,28.442775041050904,173.2165
"Armenia","Country",3018.5,850.883,786.892,935.931,536,"Country",3018.5,807.478137027438,725.2812857549955,886.817864080295,50.64890616183546,271.47813702743804,58.74682835820897,314.88300000000004
"Chad","Country",88472,796.4535000000001,769.5,830.726,679,"Country",88472,773.4632128154315,730.4248451376324,816.0892354968473,13.912107925689465,94.46321281543146,17.298011782032408,117.45350000000008
"Lebanon","Country",5595.5,850.6800000000001,796.8715,917.4375,570,"Country",5595.5,801.0271807880265,730.199458848965,870.1787110434011,40.53108434877657,231.0271807880265,49.24210526315791,280.68000000000006
"Uzbekistan","Country",2359.5,894.4965,835.7515,964.066,565,"Country",2359.5,835.9761217915308,755.5682201541351,914.1532009007149,47.960375538324044,270.9761217915308,58.3179646017699,329.49649999999997
"Serbia","Country",13562,913.704,851.864,993.3820000000001,594,"Country",13562,859.8033753887678,779.9720704410938,941.7392355343975,44.74804299474204,265.8033753887678,53.822222222222216,319.70399999999995
"Tajikistan","Country",2837,921.629,857.0055,1003.2335,578,"Country",2837,865.0780847234544,786.9833721498521,944.6458885022721,49.667488706479986,287.07808472345437,59.45138408304498,343.629
"Slovenia","Country",7552,939.925,874.028,1021.3075,594,"Country",7552,880.0412648861786,796.7071308114085,964.7262426235036,48.155095098683276,286.0412648861786,58.23653198653198,345.92499999999995
"Austria","Country",42477.5,934.8695,890.3895,995.8415,735,"Country",42477.5,899.962555831713,842.2239489832377,958.164620993266,22.443885147171837,164.96255583171296,27.193129251700675,199.86950000000002
"Azerbaijan","Country",1495.5,990.6945000000001,925.1855,1067.0155,583,"Country",1495.5,917.3715262394953,831.421370593389,1004.255493443811,57.353606559090096,334.3715262394953,69.93044596912523,407.69450000000006
"Slovakia","Country",9804,993.6405,922.685,1081.9625,641,"Country",9804,938.060708365844,852.1315258629262,1022.2577457614047,46.34332423804119,297.060708365844,55.01411856474259,352.6405
"Bolivia","Country",17086.5,1029.7635,961.494,1112.417,696,"Country",17086.5,974.3209172553903,894.3751317723209,1053.5687248664738,39.988637536694014,278.3209172553903,47.95452586206896,333.7635
"Hungary","Country",8402.5,1060.748,1005.4970000000001,1125.8885,727,"Country",8402.5,997.7916580521874,922.5032139162531,1079.2854678629485,37.247820915018906,270.79165805218736,45.90756533700138,333.74800000000005
"Turkmenistan","Country",1052.5,1089.9524999999999,1022.2615,1170.9225000000001,601,"Country",1052.5,1005.349303919633,907.3039549545767,1106.215517179433,67.2794182894564,404.34930391963303,81.35648918469217,488.9524999999999
"Croatia","Country",9988,1077.4515000000001,1016.22,1149.408,733,"Country",9988,1014.987119864639,935.0408254320089,1095.1548522754053,38.470275561342284,281.987119864639,46.99201909959074,344.4515000000001
"Tunisia","Country",2794,1070.5365000000002,1008.533,1146.6325,686,"Country",2794,1002.5638642210606,920.4103552187144,1084.5928085709486,46.1463358922829,316.5638642210606,56.05488338192421,384.53650000000016
"India","Country",22110.5,1125.78,1066.2125,1199.923,792,"Country",22110.5,1066.896015406231,988.4066805119171,1143.617798031753,34.70909285432211,274.8960154062311,42.14393939393939,333.78
"Romania","Country",8293,1093.645,1032.7735,1169.963,728,"Country",8293,1029.9101778775366,948.0149540701553,1113.5333837493517,41.47117827988141,301.9101778775366,50.225961538461526,365.645
"Colombia","Country",40578,1080.5695,1026.4065,1143.8115,814,"Country",40578,1033.2560487699357,966.9566149491764,1102.30970399717,26.935632527019116,219.25604876993566,32.74809582309584,266.56950000000006
"Portugal","Country",18037.5,1104.4,1051.5075000000002,1172.046,763,"Country",18037.5,1040.439727695601,961.2502382636269,1116.6979416074762,36.36169432445624,277.43972769560105,44.74442988204457,341.4000000000001
"Bulgaria","Country",10831.5,1150.2379999999998,1077.975,1237.48,749,"Country",10831.5,1082.5497764962533,992.3486163079131,1169.2674512798185,44.532680440087226,333.54977649625334,53.569826435246966,401.23799999999983
"Ukraine","Country",15691.5,1113.8745,1067.394,1168.266,827,"Country",15691.5,1058.0793838832888,990.8023419759281,1123.8846421706494,27.941884387338423,231.07938388328876,34.68857315598548,286.8744999999999
"DRC","Country",9799,1163.5915,1092.3815,1246.79,769,"Country",9799,1098.1302164519134,1008.9653024048778,1186.578911995936,42.799768069169495,329.1302164519134,51.31228868660598,394.5915
"Canada","Country",143501,1170.019,1119.344,1233.0285,920,"Country",143501,1127.3273605178229,1061.3882547150552,1193.3742753747842,22.535582664980748,207.32736051782285,27.17597826086957,250.019
"France","Country",136124.5,1177.171,1135.3305,1233.9560000000001,1003,"Country",136124.5,1147.2285848310544,1094.4136839692428,1199.5055723820278,14.379719325130047,144.22858483105438,17.365004985044873,174.17100000000005
"Kazakhstan","Country",4889,1308.0445,1226.888,1405.24,826,"Country",4889,1228.8084677303518,1132.6337809752254,1329.2100289544974,48.76615832086584,402.8084677303518,58.358898305084736,482.04449999999997
"Peru","Country",20118,1288.485,1209.7335,1384.2875,859,"Country",20118,1218.171016313082,1123.4127715494558,1310.7108477727515,41.812691072535735,359.17101631308196,49.99825378346914,429.4849999999999
"Italy","Country",26423,1305.4375,1264.6185,1353.7355,1045,"Country",26423,1254.4491108165207,1191.218538510651,1319.3223887967902,20.04297711162877,209.44911081652072,24.922248803827742,260.4375
"Algeria","Country",6722,1350.3755,1271.1485,1442.359,858,"Country",6722,1265.3798394292658,1172.4023900428824,1362.0058915134648,47.480167765648694,407.37983942926576,57.38642191142191,492.3755000000001
"Morocco","Country",12839.5,1450.6505,1381.8545,1534.908,987,"Country",12839.5,1368.1051636453371,1276.3475360686284,1458.0744548482921,38.612478586153706,381.10516364533714,46.97573454913879,463.65049999999997
"Spain","Country",34502.5,1526.566,1465.949,1598.786,1167,"Country",34502.5,1463.1470986575996,1386.3350424806408,1538.823830608755,25.376786517360728,296.1470986575996,30.81113967437876,359.56600000000003
"Iran","Country",27486.5,1611.1979999999999,1534.652,1701.492,1112,"Country",27486.5,1522.5507664815852,1431.9807129794663,1616.1931917369357,36.9200329569771,410.55076648158524,44.89190647482013,499.19799999999987
"South Africa","Country",53779,1561.08,1502.4385000000002,1635.036,1240,"Country",53779,1505.1797521105655,1434.0033783132305,1577.5406850591608,21.385463879884313,265.17975211056546,25.893548387096764,321.0799999999999
"Greece","Country",24286,1637.0765,1579.1945,1709.2325,1191,"Country",24286,1555.770886451663,1468.4443394223904,1641.5296038687188,30.62727845941755,364.77088645166305,37.45394626364398,446.0764999999999
"Israel","Country",17818,1617.0100000000002,1531.416,1716.0895,1064,"Country",17818,1521.9159121871085,1423.8476236010597,1623.9191596389182,43.03720979202148,457.91591218710846,51.97462406015039,553.0100000000002
"Argentina","Country",62397.5,1689.7824999999998,1623.5325,1771.7530000000002,1277,"Country",62397.5,1620.6053906682032,1535.7715450779315,1706.1121830293905,26.9072349779329,343.6053906682032,32.324393108848845,412.7824999999998
"Russia","Country",47380,1743.9415,1669.8995,1829.324,1255,"Country",47380,1654.3387531155686,1562.2868166255228,1744.3556821100685,31.81982096538396,399.3387531155686,38.95948207171314,488.9414999999999
"Australia","Country",244346.5,1869.932,1819.488,1931.8455,1615,"Country",244346.5,1828.8956963765584,1765.834805955999,1893.6361896591216,13.244315565111965,213.89569637655836,15.785263157894747,254.93200000000002
"China","Country",32613,2003.6195,1915.4125,2105.6800000000003,1367,"Country",32613,1890.5731373108792,1783.8328470583192,1998.9876836723352,38.30088787936206,523.5731373108792,46.570555961960494,636.6195
"Turkey","Country",33300,2667.476,2568.6365,2784.085,1824,"Country",33300,2522.798975770646,2404.8923615517583,2648.0808788545564,38.31134735584683,698.7989757706459,46.243201754385964,843.4760000000001
"Brazil","Country",183653,2692.7205,2612.548,2783.9915,2072,"Country",183653,2575.697462076858,2474.036704485785,2676.467562782572,24.309723073207422,503.69746207685785,29.95755308880308,620.7204999999999
"Mexico","Country",286547.5,2738.7169999999996,2671.548,2816.3824999999997,2265,"Country",286547.5,2656.262814679787,2570.8840761133365,2741.2430111150943,17.274296453853722,391.26281467978697,20.91465783664457,473.71699999999964
"USA","Country",2256189,4232.2375,4149.981,4329.630999999999,3703,"Country",2256189,4140.720044212665,4047.9697903947363,4233.583863004311,11.820687124295581,437.720044212665,14.292128004320826,529.2375000000002
"Africa","Continent",254147.5,6644.9085,6510.496,6792.3544999999995,4976,"Continent",254147.5,6344.443990269794,6181.957860192377,6513.658049082891,27.500884048830265,1368.443990269794,33.539157958199354,1668.9084999999995
"Asia","Continent",198360.5,8708.945,8528.682499999999,8902.7475,6184,"Continent",198360.5,8275.592965005559,8057.924148946481,8473.483704432398,33.822654673440475,2091.5929650055587,40.83028783958602,2524.9449999999997
"Europe","Continent",3390912.5,3206.9404999999997,3114.3594999999996,3310.6085000000003,2516,"Continent",3390912.5,3084.226817385833,2974.0083199631763,3189.5882069809877,22.584531692600663,568.2268173858329,27.461864069952302,690.9404999999997
"North America","Continent",2772783,6536.17,6420.1145,6666.733,5526,"Continent",2772783,6367.530656118126,6240.958143102877,6493.428037610102,15.228567790773173,841.530656118126,18.280311255881298,1010.1700000000001
"Oceania","Continent",267828,2521.029,2445.03,2612.611,2049,"Continent",267828,2451.202804934797,2356.4576298866264,2540.5008898546093,19.629224252552312,402.20280493479686,23.037042459736455,472.029
"South America","Continent",398767.5,5616.912,5496.6725,5750.909,4349,"Continent",398767.5,5388.743948597173,5244.888849423178,5532.7535276638755,23.907655750682277,1039.7439485971727,29.154104391814208,1267.9120000000003
"Global","Global",8369254,25929.148,25705.9865,26164.2265,20934,"Global",8369254,24984.569240470642,24705.566553768032,25265.781393972466,19.349236841839314,4050.5692404706424,23.861412056940857,4995.148000000001
