"name","observedRichness","continent","est","lower","upper","increasePercent","increase","statistic","Chao_increase","colourBar"
"Saint Pierre and Miquelon",7,"North America",7,0.1,2.6172463238551362,0,0,"iNEXT",1.5,-15
"Qatar",8,"Asia",10.152173913043478,0.1,11.172972340466199,26.90217391304348,2.1521739130434785,"iNEXT",2.6519999999999992,-15
"Palau",11,"Oceania",16.863636363636363,0.1,19.18995417259868,53.30578512396693,5.863636363636363,"iNEXT",6.7165,-15
"Sint Maarten",13,"North America",20.02974738675958,0.1,22.823013877142074,54.07497989815062,7.029747386759581,"iNEXT",7.904499999999999,-15
"Guam",11,"Oceania",16.941462021701884,0.1,15.870378172102171,54.013291106380755,5.941462021701884,"iNEXT",6.947499999999998,-15
"Guinea-Bissau",13,"Africa",19.08058608058608,0.1,24.303255892477125,46.77373908143139,6.08058608058608,"iNEXT",7.188000000000002,-15
"Barbados",9,"North America",17.77478448275862,0.1,22.19073814025497,97.49760536398466,8.77478448275862,"iNEXT",9.182499999999996,-15
"Curaçao",17,"South America",20.986970131041435,0.1,14.205550403295447,23.452765476714333,3.986970131041435,"iNEXT",4.2955000000000005,-15
"N. Mariana",14,"Oceania",20.199798387096777,0.1,20.87049762986169,44.28427419354839,6.199798387096774,"iNEXT",7.1935,-15
"Macao",19,"Asia",22.981507580610717,0.1,18.231896971604854,20.95530305584587,3.9815075806107174,"iNEXT",4.527999999999999,-15
"Grenada",14,"North America",26.913043478260867,0.1,41.71821285242464,92.23602484472048,12.913043478260867,"iNEXT",13.393999999999998,-15
"Montserrat",17,"North America",25.81241858445506,0.1,29.13590057635289,51.83775637914741,8.81241858445506,"iNEXT",10.2245,-15
"Timor-Leste",19,"Asia",23.13385012919897,0.1,17.305630704886617,21.75710594315248,4.133850129198969,"iNEXT",4.727499999999999,-15
"French Polynesia",18,"Oceania",24.148370758483033,0.1,23.447999836900628,34.157615324905734,6.148370758483033,"iNEXT",7.222999999999999,-15
"Monaco",6,"Europe",11.571428571428571,0.1,14.625824304278563,92.85714285714286,5.571428571428571,"iNEXT",6.5,-15
"Vanuatu",18,"Oceania",25.98913043478261,0.1,32.42486912619363,44.3840579710145,7.989130434782609,"iNEXT",9.820500000000004,-15
"Comoros",21,"Africa",31.04268292682927,0.1,34.41140873368301,47.822299651567945,10.042682926829269,"iNEXT",11.216499999999996,-15
"Cabo Verde",23,"Africa",28.740469720496897,0.1,24.7010111856617,24.95856400216041,5.740469720496897,"iNEXT",6.543500000000002,-15
"Samoa",19,"Oceania",32.90344827586207,0.1,48.90615605283881,73.17604355716878,13.903448275862068,"iNEXT",15.127499999999998,-15
